11
1000
21:59:03 899.83 super-premium
07:48:00 918.13 super-premium
12:29:11 597.72 generic
16:39:07 14.51 generic
00:15:55 569.43 premium
00:12:31 874.78 generic
21:24:14 157.47 cheap
22:41:53 889.07 cheap
11:53:17 71.29 super-premium
02:25:18 589.77 super-premium
14:24:37 281.18 super-premium
14:59:34 121.01 generic
21:43:34 835.66 premium
20:26:06 251.49 generic
00:43:46 629.10 regular
17:15:52 749.34 generic
03:33:09 846.76 cheap
18:51:41 334.54 premium
19:21:11 902.47 regular
08:02:47 842.47 generic
05:19:01 540.82 generic
17:46:23 58.88 generic
22:27:47 607.57 regular
11:00:50 263.45 generic
16:04:28 86.11 super-premium
06:20:28 389.87 generic
08:45:43 968.30 super-premium
18:09:15 871.17 super-premium
17:35:45 567.24 regular
11:06:50 392.16 generic
18:45:14 7.37 cheap
12:15:45 566.89 regular
14:44:41 943.89 premium
16:12:34 857.08 regular
03:58:52 493.59 premium
16:06:29 155.04 regular
13:20:07 909.65 cheap
23:21:45 385.81 super-premium
12:04:42 535.28 generic
09:08:29 202.88 cheap
05:58:33 937.24 regular
07:34:13 529.58 generic
18:56:02 89.24 cheap
09:43:09 955.95 regular
16:08:30 864.30 premium
18:51:36 163.22 regular
13:33:58 550.31 premium
14:51:31 894.38 regular
12:25:59 347.01 generic
00:25:05 0.13 generic
01:04:33 888.16 super-premium
07:39:21 699.71 regular
22:02:50 389.23 premium
03:01:44 43.96 cheap
06:28:47 506.02 premium
00:02:58 242.73 cheap
00:17:06 940.53 premium
18:48:25 816.79 super-premium
18:28:06 110.33 super-premium
15:25:09 699.99 cheap
11:31:18 249.12 generic
04:10:13 403.27 generic
17:04:55 400.87 generic
08:28:38 59.76 premium
22:55:40 254.27 generic
07:19:36 707.04 generic
14:16:24 317.45 cheap
19:49:33 88.02 super-premium
20:47:21 807.75 regular
05:41:58 828.19 cheap
19:33:28 912.57 cheap
23:02:37 290.66 cheap
10:41:38 924.61 cheap
12:59:59 139.58 super-premium
06:22:03 658.36 premium
12:24:23 530.30 cheap
16:08:57 581.69 generic
13:22:13 464.95 premium
17:28:23 142.06 cheap
16:56:55 734.46 super-premium
13:02:03 805.06 generic
09:04:46 743.37 cheap
05:17:47 655.56 regular
14:19:46 566.16 cheap
06:46:57 918.19 regular
11:07:01 702.05 premium
08:05:18 142.94 regular
04:03:22 19.24 regular
21:55:05 858.25 cheap
22:32:22 353.53 generic
02:18:53 333.97 premium
17:25:38 647.33 premium
20:43:59 410.71 premium
04:45:15 583.73 generic
06:21:30 662.15 regular
13:44:57 539.05 cheap
19:16:29 60.82 cheap
15:23:55 703.37 cheap
22:57:45 742.55 generic
17:30:32 211.46 premium
13:08:19 915.39 premium
14:11:41 598.18 cheap
16:48:19 767.74 premium
21:42:06 309.57 regular
22:59:07 809.72 premium
18:30:57 32.42 regular
00:38:58 169.53 super-premium
18:59:47 371.77 premium
07:38:06 281.59 cheap
15:47:27 735.06 cheap
00:53:33 289.32 cheap
06:11:32 949.63 cheap
16:56:52 567.96 cheap
13:39:31 129.73 regular
20:32:21 602.16 super-premium
00:35:42 54.60 generic
06:11:57 160.03 generic
12:00:33 957.06 premium
05:33:25 247.20 regular
05:28:05 245.49 regular
04:21:40 738.26 super-premium
20:42:22 582.11 generic
09:45:26 231.63 premium
13:31:13 667.21 premium
04:54:31 501.49 generic
15:15:52 479.67 generic
17:58:26 695.85 cheap
00:30:01 5.01 regular
12:23:56 2.81 regular
20:08:32 246.73 regular
09:46:06 54.01 regular
14:45:45 627.59 generic
05:28:38 609.71 premium
06:02:15 504.05 super-premium
15:33:50 657.53 cheap
12:54:24 158.69 regular
02:00:11 617.45 cheap
04:50:01 217.77 regular
07:04:31 868.02 cheap
16:32:13 338.49 premium
03:25:25 861.42 generic
00:22:54 297.26 super-premium
22:21:02 71.86 cheap
01:03:48 314.67 premium
03:04:48 398.53 premium
07:04:52 806.50 cheap
01:04:20 220.32 premium
07:19:20 437.59 regular
07:00:48 457.05 generic
22:20:00 764.60 regular
01:26:29 937.03 premium
20:41:18 224.59 generic
22:40:12 390.73 super-premium
20:43:25 304.35 regular
09:17:04 99.15 premium
22:45:19 405.91 cheap
11:05:18 815.30 premium
14:00:38 908.39 premium
22:50:39 68.62 regular
10:27:38 867.54 cheap
13:46:13 454.15 regular
16:52:45 548.67 generic
07:42:43 427.19 premium
01:59:34 866.46 super-premium
09:23:57 474.79 regular
15:36:54 817.89 regular
20:28:24 151.56 super-premium
07:55:40 108.93 premium
17:59:38 258.91 cheap
19:26:35 560.35 regular
17:30:50 654.20 regular
12:16:50 155.16 super-premium
20:58:31 616.18 regular
05:48:19 84.75 generic
20:26:25 11.29 regular
01:44:06 141.47 premium
00:45:05 425.57 premium
16:16:09 773.29 premium
12:53:31 0.46 generic
05:48:29 996.10 generic
04:58:01 567.97 premium
05:26:26 788.66 generic
10:39:08 279.61 premium
13:08:24 165.20 cheap
02:37:11 799.68 cheap
20:23:31 624.85 generic
18:21:59 151.65 super-premium
20:44:08 363.08 premium
09:31:29 909.31 premium
08:19:43 447.61 cheap
05:30:40 881.28 generic
10:32:00 13.60 super-premium
17:52:50 98.61 regular
17:28:08 527.03 premium
00:59:07 455.98 regular
04:32:26 859.60 super-premium
07:01:52 33.08 generic
10:24:46 577.34 super-premium
07:58:10 16.92 super-premium
21:33:47 682.87 regular
05:23:50 419.18 cheap
13:36:32 487.88 cheap
05:12:27 924.39 premium
08:30:08 199.18 generic
08:37:17 282.44 super-premium
07:12:35 754.58 premium
05:53:21 568.13 premium
16:10:44 971.39 cheap
00:45:47 344.09 premium
21:18:23 902.61 super-premium
15:39:20 584.51 regular
12:39:28 618.15 cheap
00:52:34 24.32 premium
15:18:16 328.46 premium
21:27:18 100.59 regular
06:12:57 686.34 premium
16:32:10 635.65 cheap
02:46:43 283.99 regular
23:19:20 989.33 super-premium
14:45:40 302.91 generic
05:48:55 272.96 regular
01:22:57 174.73 cheap
07:05:28 890.86 generic
10:55:46 124.56 cheap
00:59:39 754.97 cheap
00:22:29 951.56 super-premium
00:01:54 931.13 super-premium
14:36:49 163.68 generic
06:03:57 726.83 regular
18:11:51 137.35 premium
14:22:04 652.74 regular
00:04:16 784.70 cheap
11:47:47 694.97 generic
06:27:17 949.15 super-premium
01:58:19 661.63 premium
