52 102
######################################################################################################
#----------------------------------------------------------------------------------------------------#
#-####################################################################################################
#----------------------------------------------------------------------------------------------------E
####################################################################################################-#
#------------------------------------------------------------------------------------------#---#---#-#
#-########################################################################################-#-#-#-#---#
#--------------------------------------------#------------------------------------------P#-#-#-#-#####
##############################################-------------------------------------------#-#-#-#-----#
#-#---#---#---#---#---#------------------------------------------------------------------#-#-#-#####-#
#-#-#-#-#-#-#-#-#-#-#-#------------------------------------------------------------------#-#-#-------#
#-#-#-#-#-#-#-#-#-#-#-#------------------------------------------------------------------#-#-#########
#-#-#-#-#-#-#-#-#-#-#-#------------------------------------------------------------------#-#---------#
#-#-#-#-#-#-#-#-#-#-#-####################################################################-#########-#
#---#---#---#---#---#--------------------------------------------------------------------#-----------#
########################################################################-#############################
#----------------------------------------------------------------------------------------------------#
#----------------------------------------------------------------------------------------------------#
#----------------------------------------------------------------------------------------------------#
#----------------------------------------------------------------------------------------------------#
######################################################################################################
#----------------------------------------------------------------------------------------------------#
#----------------------------------------------------------------------------------------------------#
#----------------------------------------------------------------------------------------------------#
#-####################################################################################################
###-#-----------------------------------------------------------------------------------------------E#
#---#------------------------------------------------------------------------------------------------#
#-###------------------------------------------------------------------------------------------------#
#-#--------------------------------------------------------------------------------------------------#
#-###------------------------------------------------------------------------------------------------#
#----------------------------------------------------------------------------------------------------#
######################################################################################################
#--------------------------------------------------------------------#-------------------------------#
#-####################################################################-------------------------------#
#-#E---#E#-----------------------------------------------------------#-------------------------------#
#-##-###-#-#########################################################-#-------------------------------#
#-######-#-#-------------------------------------------------------#-#-------------------------------#
#-#------#-#-#####################################################-#-#-------------------------------#
#-#-######-#-#--------------------------------------------------##-#-#-------------------------------#
#-#-#------#-#--------------------------------------------------##-#-#-------------------------------#
E-#-#-######-#--------------------------------------------------##-#-#-------------------------------#
#-#-#-#------#--------------------------------------------------E#-#-#-------------------------------#
#-#-#-#-######--------------------------------------------------##-#-#-------------------------------#
#-#-#-#-#----#--------------------------------------------------##-#-#-------------------------------#
#-#-#-#-#-##-#--------------------------------------------------##-#-#-------------------------------#
#-#-#-#-#-########################################################-#-#-------------------------------#
#-#-#---#----------------------------------------------------------#-#-------------------------------#
#-#-################################################################-#-------------------------------#
#-#------------------------------------------------------------------#-------------------------------#
#-####################################################################-------------------------------#
#--------------------------------------------------------------------#-------------------------------#
######################################################################################################
1 100
9 1
16 52
24 1
44 12
38 63
39 63
38 14
32 90
