982
94
1 1
3 3
1 3
2 1
3 2
2 2
1 1
2 3
3 1
2 1
1 3
3 2
1 1
2 2
3 1
2 3
1 2
2 1
3 3
1 3
3 2
2 3
3 1
1 1
2 1
1 3
2 2
3 3
2 3
1 2
3 2
3 1
1 1
2 2
2 3
3 3
1 2
2 1
3 2
1 3
1 1
3 3
2 2
3 1
2 3
2 1
3 2
1 2
1 3
1 1
2 3
3 1
2 2
3 2
1 2
1 1
1 3
2 1
3 1
2 2
1 2
1 1
3 3
2 3
3 2
1 3
3 1
1 2
2 2
2 1
1 1
2 3
1 3
3 2
3 3
3 1
2 1
2 3
1 2
2 2
1 3
3 3
3 1
2 1
3 2
1 2
1 1
3 3
2 2
2 1
1 3
1 2
3 2
2 3
18
1 3
1 2
1 1
2 3
2 2
3 2
2 1
3 1
1 3
1 2
1 1
2 2
2 1
2 3
3 1
1 2
3 3
1 3
15
3 1
3 3
2 1
2 2
1 2
2 3
3 1
3 2
1 3
1 1
2 1
2 2
1 2
3 1
3 3
100
1 2
3 3
2 2
2 1
1 3
3 1
1 2
1 1
3 3
2 1
2 2
2 3
1 2
3 2
3 1
1 3
2 1
1 1
3 3
2 2
3 2
1 3
2 1
2 3
1 1
1 2
3 1
2 2
3 3
3 2
1 1
1 3
2 3
2 2
2 1
3 3
3 1
3 2
2 3
1 2
1 1
2 1
2 2
3 3
3 1
2 3
3 2
1 2
2 2
1 3
3 1
2 1
2 3
3 2
1 1
1 2
3 1
2 1
1 3
2 3
1 1
1 2
3 2
2 1
3 1
2 2
3 3
1 3
2 3
2 1
3 2
1 1
2 2
1 3
3 3
1 2
3 2
2 1
2 3
1 3
3 3
1 1
2 2
3 1
2 3
1 3
3 3
1 1
3 2
1 2
2 1
3 1
1 3
2 2
3 3
3 2
1 2
2 1
1 3
1 1
70
3 2
2 3
1 2
1 3
1 1
2 1
3 3
2 2
1 2
2 3
1 3
1 1
3 3
2 1
1 2
3 2
3 1
2 3
1 1
2 1
3 3
1 3
1 2
2 3
3 1
3 2
2 1
2 2
1 3
2 3
3 3
3 2
1 2
2 2
1 3
1 1
3 3
2 3
3 1
3 2
2 1
1 1
1 3
2 3
3 1
2 2
2 1
1 2
3 3
3 2
2 3
3 1
1 1
1 2
1 3
3 3
2 1
2 3
1 1
3 1
3 2
1 2
2 1
2 3
1 1
1 3
3 3
3 2
1 2
2 3
28
2 1
3 2
1 3
1 2
2 2
3 1
3 3
2 3
1 3
1 1
2 2
2 1
3 2
2 3
3 1
1 2
2 2
3 3
3 2
2 3
1 1
3 1
2 1
2 2
3 3
3 2
1 3
1 2
70
2 3
2 1
2 2
3 3
3 2
1 3
3 1
2 3
2 1
3 3
3 2
1 1
3 1
1 2
1 3
2 1
2 2
3 2
3 3
2 3
1 3
3 1
1 2
3 2
2 1
2 2
1 1
2 3
1 2
3 3
3 1
1 3
3 2
2 3
1 1
1 2
3 3
2 2
2 1
1 3
1 1
2 3
3 2
2 2
1 2
2 1
3 3
1 3
3 1
3 2
1 2
2 3
2 2
3 3
1 3
3 2
2 1
2 3
1 1
1 2
3 1
1 3
3 2
2 2
2 3
1 1
2 1
1 2
3 3
1 3
27
3 2
2 3
1 3
1 1
3 3
3 1
3 2
2 2
2 1
1 3
1 2
3 3
3 1
3 2
2 3
1 1
2 2
2 1
1 3
3 3
2 3
1 1
3 1
2 1
3 2
2 2
1 3
47
2 2
3 3
1 1
2 3
3 2
1 3
3 1
2 2
3 3
2 1
2 3
1 2
3 2
3 1
1 1
2 1
1 3
2 3
1 2
3 1
2 2
3 2
3 3
1 1
1 3
2 1
2 3
3 1
3 3
2 2
1 2
2 1
2 3
3 1
1 1
3 3
1 2
2 1
3 2
3 1
2 3
1 1
3 3
2 1
1 2
2 2
3 2
29
1 1
2 1
3 3
2 2
3 2
1 3
2 3
3 1
2 1
2 2
3 3
1 1
2 3
1 3
3 1
3 2
2 2
3 3
1 2
1 1
3 1
3 2
1 3
2 2
3 3
1 2
2 3
1 1
3 1
51
3 3
2 3
3 1
