14
1
0
1
1
0 0
2
2
0 1
1 0
2
1
0 1
3
3
0 0
1 1
2 2
3
2
0 1
1 2
3
9
0 0
0 1
0 2
1 0
1 1
1 2
2 0
2 1
2 2
3
3
1 0
2 0
2 1
5
4
0 1
0 2
0 3
0 4
5
10
0 1
1 2
3 2
3 4
4 2
0 2
1 4
0 3
0 4
1 3
20
20
0 1
1 2
2 3
3 4
4 5
5 6
6 7
7 8
8 9
9 10
10 11
11 12
12 13
13 14
14 15
15 16
16 17
17 18
18 19
19 0
20
19
0 1
1 2
2 3
3 4
4 5
5 6
6 7
7 8
8 9
9 10
10 11
11 12
12 13
13 14
14 15
15 16
16 17
17 18
18 19
21
21
0 20
1 19
2 18
3 17
4 16
5 15
6 14
7 13
8 12
9 11
10 10
11 9
12 8
13 7
14 6
15 5
16 4
17 3
18 2
19 1
20 0
21
25
12	1
6	3
8	16
18	4
20	9
7	16
7	19
13	13
2	12
1	12
10	3
16	7
15	10
6	11
19	8
12	16
12	13
9	20
8	18
20	18
2	6
12	7
5	8
3	8
14	3
12	6
